[22:47:28][HookEngine.c:45 in HookEngine_init] Loading HookEngine in C:\Users\Spl3en\Desktop\vagrantbox\treeofsavior\clienthooks\HooksOfSavior\HooksOfSavior\/NtHookEngine.dll ...
[22:47:28][HookEngine.c:29 in HookEngine_new] HookEngine initialized correctly.
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00000002 | ItemLv = 000 | ClassName = <NoHat> | itemType = <Equip> | GroupName = <Armor> | classType = <None> | EqpType = <HAT> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_001550$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036397 | ItemLv = 000 | ClassName = <SHD02_103> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000626$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036398 | ItemLv = 000 | ClassName = <SHD02_104> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000628$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036399 | ItemLv = 000 | ClassName = <SHD02_105> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150401_004320$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003639A | ItemLv = 000 | ClassName = <SHD02_106> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000632$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003639B | ItemLv = 000 | ClassName = <SHD02_107> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000634$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003639C | ItemLv = 000 | ClassName = <SHD02_108> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000636$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003639D | ItemLv = 000 | ClassName = <SHD02_109> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150729_005850$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003639E | ItemLv = 000 | ClassName = <SHD02_110> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000640$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003639F | ItemLv = 000 | ClassName = <SHD02_111> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000641$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000363A0 | ItemLv = 000 | ClassName = <SHD02_112> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000642$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000363A1 | ItemLv = 000 | ClassName = <SHD02_113> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000643$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000363A2 | ItemLv = 000 | ClassName = <SHD02_114> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000644$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000363A3 | ItemLv = 000 | ClassName = <SHD02_115> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000645$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000363A4 | ItemLv = 000 | ClassName = <SHD02_116> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000646$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036511 | ItemLv = 000 | ClassName = <SHD02_481> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000661$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036512 | ItemLv = 000 | ClassName = <SHD02_482> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000662$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036513 | ItemLv = 000 | ClassName = <SHD02_483> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000663$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036514 | ItemLv = 000 | ClassName = <SHD02_484> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000664$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036515 | ItemLv = 000 | ClassName = <SHD02_485> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000665$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003677D | ItemLv = 000 | ClassName = <SHD03_101> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000647$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003677E | ItemLv = 000 | ClassName = <SHD03_102> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000649$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003677F | ItemLv = 000 | ClassName = <SHD03_103> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000651$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036780 | ItemLv = 000 | ClassName = <SHD03_104> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000653$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036B65 | ItemLv = 000 | ClassName = <SHD04_101> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000655$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00036B66 | ItemLv = 000 | ClassName = <SHD04_102> | itemType = <Equip> | GroupName = <Armor> | classType = <Shield> | EqpType = <SH> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000657$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADCD | ItemLv = 000 | ClassName = <SPR01_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000666$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADCE | ItemLv = 000 | ClassName = <SPR01_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000669$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADCF | ItemLv = 000 | ClassName = <SPR01_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000671$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD0 | ItemLv = 000 | ClassName = <SPR01_104> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000673$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD1 | ItemLv = 000 | ClassName = <SPR01_105> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000675$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD2 | ItemLv = 000 | ClassName = <SPR01_106> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000677$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD3 | ItemLv = 000 | ClassName = <SPR01_107> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150401_004321$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD4 | ItemLv = 000 | ClassName = <SPR01_108> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150401_004322$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD5 | ItemLv = 000 | ClassName = <SPR01_109> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000681$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD6 | ItemLv = 000 | ClassName = <SPR01_110> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000682$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD7 | ItemLv = 000 | ClassName = <SPR01_111> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000683$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD8 | ItemLv = 000 | ClassName = <SPR01_112> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000684$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADD9 | ItemLv = 000 | ClassName = <SPR01_113> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000685$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADDA | ItemLv = 000 | ClassName = <SPR01_114> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000686$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADDB | ItemLv = 000 | ClassName = <SPR01_115> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000687$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADDC | ItemLv = 000 | ClassName = <SPR01_116> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000688$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADDD | ItemLv = 000 | ClassName = <SPR01_117> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000689$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADDE | ItemLv = 000 | ClassName = <SPR01_118> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000690$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003ADDF | ItemLv = 000 | ClassName = <SPR01_119> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004841$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1B5 | ItemLv = 000 | ClassName = <SPR02_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000691$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1B6 | ItemLv = 000 | ClassName = <SPR02_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000693$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1B7 | ItemLv = 000 | ClassName = <SPR02_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000695$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1B8 | ItemLv = 000 | ClassName = <SPR02_104> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000697$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1B9 | ItemLv = 000 | ClassName = <SPR02_105> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150414_004606$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1BA | ItemLv = 000 | ClassName = <SPR02_106> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000701$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1BB | ItemLv = 000 | ClassName = <SPR02_107> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000703$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1BC | ItemLv = 000 | ClassName = <SPR02_108> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000458$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1BD | ItemLv = 000 | ClassName = <SPR02_109> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000706$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1BE | ItemLv = 000 | ClassName = <SPR02_110> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000708$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1BF | ItemLv = 000 | ClassName = <SPR02_111> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150730_005921$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1C0 | ItemLv = 000 | ClassName = <SPR02_112> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004843$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1C1 | ItemLv = 000 | ClassName = <SPR02_113> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000710$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B1C2 | ItemLv = 000 | ClassName = <SPR02_114> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000711$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B59D | ItemLv = 000 | ClassName = <SPR03_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000714$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B59E | ItemLv = 000 | ClassName = <SPR03_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000716$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B59F | ItemLv = 000 | ClassName = <SPR03_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000718$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B5A0 | ItemLv = 000 | ClassName = <SPR03_104> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000720$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B5A1 | ItemLv = 000 | ClassName = <SPR03_105> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004847$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B5A2 | ItemLv = 000 | ClassName = <SPR03_106> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004848$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B985 | ItemLv = 000 | ClassName = <SPR04_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000722$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B986 | ItemLv = 000 | ClassName = <SPR04_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000724$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003B987 | ItemLv = 000 | ClassName = <SPR04_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <Spear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000726$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003D4DD | ItemLv = 000 | ClassName = <TSP01_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSpear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000729$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003D4DE | ItemLv = 000 | ClassName = <TSP01_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSpear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000732$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003D4DF | ItemLv = 000 | ClassName = <TSP01_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSpear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000734$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0003D4E0 | ItemLv = 000 | ClassName = <TSP01_104> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSpear> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000737$*^>
